composer,title,midi_path,metadata,metadata_composer,metadata_title,bootleg_score_path
"Bachlund, Gary",Prelude and Fugue in E-flat major,"../GiantMIDI/midis/Bachlund, Gary, Prelude and Fugue in E-flat major, -yawxHjHDRc.mid",False,,,
"Bachlund, Gary",Prelude and Fugue in E-flat minor,"../GiantMIDI/midis/Bachlund, Gary, Prelude and Fugue in E-flat minor, gXnRl6VHzjI.mid",False,,,
"Bachlund, Gary",Prelude and Fugue in F minor,"../GiantMIDI/midis/Bachlund, Gary, Prelude and Fugue in F minor, oZQQxIXiqN8.mid",False,,,
"Bachlund, Gary",Prelude and Fugue in F-sharp minor,"../GiantMIDI/midis/Bachlund, Gary, Prelude and Fugue in F-sharp minor, 1lvTBkXf468.mid",False,,,
"Bachlund, Gary","Prelude, Air and Fugue in C-sharp minor","../GiantMIDI/midis/Bachlund, Gary, Prelude, Air and Fugue in C-sharp minor, f-ezSE-TmP0.mid",False,,,
"Bachlund, Gary","24 Preludes and Fugues, Book 1","../GiantMIDI/midis/Bachlund, Gary, 24 Preludes and Fugues, Book 1, W4Wl_Uabrkg.mid",True,"Bachlund, Gary","24 Preludes and Fugues, Book I","imslp_bootleg_dir-v1.1/Bachlund,_Gary/24_Preludes_and_Fugues,_Book_I_"
"Bachlund, Gary","24 Preludes and Fugues, Book 2","../GiantMIDI/midis/Bachlund, Gary, 24 Preludes and Fugues, Book 2, L7TkDSuM82c.mid",True,"Bachlund, Gary","24 Preludes and Fugues, Book I","imslp_bootleg_dir-v1.1/Bachlund,_Gary/24_Preludes_and_Fugues,_Book_I_"
"Bachlund, Gary",Scat and Fugue in F-sharp major,"../GiantMIDI/midis/Bachlund, Gary, Scat and Fugue in F-sharp major, pA9H58-umEY.mid",True,"Bachlund, Gary",Scat and Fugue in F-sharp major,"imslp_bootleg_dir-v1.1/Bachlund,_Gary/Scat_and_Fugue_in_F-sharp_major_"
"Bachlund, Gary","Variations on 'Ah! vous dirai-je, Maman'","../GiantMIDI/midis/Bachlund, Gary, Variations on 'Ah! vous dirai-je, Maman', 7BTvoqVK420.mid",False,,,
"Bachmann, Georges",Autrefois,"../GiantMIDI/midis/Bachmann, Georges, Autrefois, 02_LfBRNjM0.mid",True,"Bachmann, Georges",Autrefois,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Autrefois_"
"Bachmann, Georges","Ballet Pompadour, Op.16","../GiantMIDI/midis/Bachmann, Georges, Ballet Pompadour, Op.16, okzndLeTbuE.mid",True,"Bachmann, Georges",Ballet Pompadour,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Ballet_Pompadour_"
"Bachmann, Georges","Berceuse, Op.35","../GiantMIDI/midis/Bachmann, Georges, Berceuse, Op.35, u6oV2Z36n_o.mid",True,"Bachmann, Georges",Berceuse sur un air populaire,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Berceuse_sur_un_air_populaire_"
"Bachmann, Georges",Chanson favorite de la reine Margot,"../GiantMIDI/midis/Bachmann, Georges, Chanson favorite de la reine Margot, -SR9WKK1mfc.mid",True,"Bachmann, Georges",Chanson favorite de la reine Margot,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Chanson_favorite_de_la_reine_Margot_"
"Bachmann, Georges","Conte d'autrefois, Op.23","../GiantMIDI/midis/Bachmann, Georges, Conte d'autrefois, Op.23, 02_LfBRNjM0.mid",True,"Bachmann, Georges",Autrefois,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Autrefois_"
"Bachmann, Georges",Fleur d'avril,"../GiantMIDI/midis/Bachmann, Georges, Fleur d'avril, zi61jeL8-NE.mid",True,"Bachmann, Georges",Fleur d'avril,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Fleur_d'avril_"
"Bachmann, Georges","Gentillette, Op.26","../GiantMIDI/midis/Bachmann, Georges, Gentillette, Op.26, dV5TbRnQZ0M.mid",True,"Bachmann, Georges",Gentillette,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Gentillette_"
"Bachmann, Georges",Gigue bretonne,"../GiantMIDI/midis/Bachmann, Georges, Gigue bretonne, 5WFw_wNBsJU.mid",True,"Bachmann, Georges",Gigue bretonne,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Gigue_bretonne_"
"Bachmann, Georges",Princesse-valse,"../GiantMIDI/midis/Bachmann, Georges, Princesse-valse, W3aMiJ-arnU.mid",True,"Bachmann, Georges",Princesse-valse,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Princesse-valse_"
"Bachmann, Georges",Les sylphes,"../GiantMIDI/midis/Bachmann, Georges, Les sylphes, hcio7yThKic.mid",True,"Bachmann, Georges",Les sylphes,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Les_sylphes_"
"Bachmann, Georges","Valse de concert, Op.25","../GiantMIDI/midis/Bachmann, Georges, Valse de concert, Op.25, IVX-SCjT2jk.mid",True,"Bachmann, Georges",Valse de concert,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Valse_de_concert_"
"Bachmann, Georges",Vieille chanson,"../GiantMIDI/midis/Bachmann, Georges, Vieille chanson, 5YwdAk3iwK8.mid",True,"Bachmann, Georges",Vieille chanson,"imslp_bootleg_dir-v1.1/Bachmann,_Georges/Vieille_chanson_"
"Bachmann, Joseph Siegmund",Keyboard Sonata in C major,"../GiantMIDI/midis/Bachmann, Joseph Siegmund, Keyboard Sonata in C major, 573iO4LIG3A.mid",True,"Bachmann, Joseph Siegmund",Keyboard Sonata in C major,"imslp_bootleg_dir-v1.1/Bachmann,_Joseph_Siegmund/Keyboard_Sonata_in_C_major_"
"Bachmann, Joseph Siegmund","Piano Sonata in G minor, Op.1","../GiantMIDI/midis/Bachmann, Joseph Siegmund, Piano Sonata in G minor, Op.1, g55Jk4yyTDk.mid",True,"Bachmann, Joseph Siegmund","Piano Sonata in G minor, Op.1","imslp_bootleg_dir-v1.1/Bachmann,_Joseph_Siegmund/Piano_Sonata_in_G_minor,_Op.1_"
"Backer-Grøndahl, Agathe",Andante quasi allegretto,"../GiantMIDI/midis/Backer-Grøndahl, Agathe, Andante quasi allegretto, 9L9cxpOEPKw.mid",False,,,
"Backer-Grøndahl, Agathe","5 Fantasistykker, Op.45","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 5 Fantasistykker, Op.45, zQ0r6Q_Bspk.mid",True,"Backer-Grøndahl, Agathe","5 Fantasistykker, 3die Samling","imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/5_Fantasistykker,_3die_Samling_"
"Backer-Grøndahl, Agathe","6 Idylles, Op.24","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 6 Idylles, Op.24, dYOtiPihAJo.mid",True,"Backer-Grøndahl, Agathe","6 Idylles, Op. 24","imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/6_Idylles,_Op._24_"
"Backer-Grøndahl, Agathe","6 Klaverstykker, Op.59","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 6 Klaverstykker, Op.59, zjt40fw_gas.mid",True,"Backer-Grøndahl, Agathe",6 Klaverstykker,"imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/6_Klaverstykker_"
"Backer-Grøndahl, Agathe","3 Klavierstücke, Op.25","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 3 Klavierstücke, Op.25, J6-Fjpu-f8k.mid",True,"Backer-Grøndahl, Agathe","3 Klavierstücke, Op. 25","imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/3_Klavierstücke,_Op._25_"
"Backer-Grøndahl, Agathe",Kunstnermarsch,"../GiantMIDI/midis/Backer-Grøndahl, Agathe, Kunstnermarsch, xvJB1J1PThM.mid",False,,,
"Backer-Grøndahl, Agathe","5 Lettere fantasistykker, Op.63","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 5 Lettere fantasistykker, Op.63, IkN3kVAt-W8.mid",True,"Backer-Grøndahl, Agathe",Lettere fantasistykker,"imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/Lettere_fantasistykker_"
"Backer-Grøndahl, Agathe",Menuet,"../GiantMIDI/midis/Backer-Grøndahl, Agathe, Menuet, 7C_v6PSopGs.mid",True,"Backer-Grøndahl, Agathe",Menuet,"imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/Menuet_"
"Backer-Grøndahl, Agathe","4 Sketches, Op.19","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 4 Sketches, Op.19, iLu_EotA_VI.mid",True,"Backer-Grøndahl, Agathe",4 Sketches,"imslp_bootleg_dir-v1.1/Backer-Grøndahl,_Agathe/4_Sketches_"
"Backer-Grøndahl, Agathe","5 Songs, Op.3","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 5 Songs, Op.3, zQ0r6Q_Bspk.mid",False,,,
"Backer-Grøndahl, Agathe","6 Songs, Op.6","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 6 Songs, Op.6, ELeX0GPhIbc.mid",False,,,
"Backer-Grøndahl, Agathe","6 Songs, Op.9","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 6 Songs, Op.9, dYOtiPihAJo.mid",False,,,
"Backer-Grøndahl, Agathe","6 Songs, Op.16","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 6 Songs, Op.16, ELeX0GPhIbc.mid",False,,,
"Backer-Grøndahl, Agathe","5 Songs, Op.23","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 5 Songs, Op.23, xvJB1J1PThM.mid",False,,,
"Backer-Grøndahl, Agathe","6 Songs, Op.27","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 6 Songs, Op.27, dYOtiPihAJo.mid",False,,,
"Backer-Grøndahl, Agathe","5 Songs, Op.46","../GiantMIDI/midis/Backer-Grøndahl, Agathe, 5 Songs, Op.46, ELeX0GPhIbc.mid",False,,,
"Baclay, George",Allegretto in F major,"../GiantMIDI/midis/Baclay, George, Allegretto in F major, Oi1l89xatHw.mid",False,,,
"Baclay, George",Allegro in G major,"../GiantMIDI/midis/Baclay, George, Allegro in G major, YXRmD0H3XVU.mid",False,,,
"Baclay, George",Andante in B-flat major,"../GiantMIDI/midis/Baclay, George, Andante in B-flat major, wKuHhrdmguE.mid",False,,,
"Baclay, George",Subito Piano,"../GiantMIDI/midis/Baclay, George, Subito Piano, s0J2Qxp7_rk.mid",False,,,
"Bacon, E. B.",The Anna Waltz,"../GiantMIDI/midis/Bacon, E. B., The Anna Waltz, 9hAyFP63V4A.mid",True,"Bacon, E. B.",The Anna Waltz,"imslp_bootleg_dir-v1.1/Bacon,_E._B./The_Anna_Waltz_"
"Badakhshan, Mehran",Variations on a Love Theme,"../GiantMIDI/midis/Badakhshan, Mehran, Variations on a Love Theme, -Tcll3_jMrY.mid",True,"Badakhshan, Mehran",Variations on a Love Theme,
"Badger, W. P.",Union Polka,"../GiantMIDI/midis/Badger, W. P., Union Polka, tM97F8VmgFQ.mid",True,"Badger, W. P.",Union Polka,"imslp_bootleg_dir-v1.1/Badger,_W._P./Union_Polka_"
"Baille, Gabriel","Nocturne No.1, Op.41","../GiantMIDI/midis/Baille, Gabriel, Nocturne No.1, Op.41, 6AZDQvogvqM.mid",True,"Baille, Gabriel",Nocturne No.1,"imslp_bootleg_dir-v1.1/Baille,_Gabriel/Nocturne_No.1_"
"Baillot, Pierre","Adagio et Rondo, Op.40","../GiantMIDI/midis/Baillot, Pierre, Adagio et Rondo, Op.40, UXVvpL3GR1I.mid",False,,,
"Baines, William",Coloured Leaves,"../GiantMIDI/midis/Baines, William, Coloured Leaves, qZqNsFHNS2U.mid",True,"Baines, William",Coloured Leaves,"imslp_bootleg_dir-v1.1/Baines,_William/Coloured_Leaves_"
"Baines, William",Paradise Gardens,"../GiantMIDI/midis/Baines, William, Paradise Gardens, ZQ5z9pZpIfU.mid",True,"Baines, William",Paradise Gardens,"imslp_bootleg_dir-v1.1/Baines,_William/Paradise_Gardens_"
"Baines, William",7 Preludes,"../GiantMIDI/midis/Baines, William, 7 Preludes, 6xSv7GCHpaM.mid",True,"Baines, William",7 Preludes,"imslp_bootleg_dir-v1.1/Baines,_William/7_Preludes_"
"Baines, William",Tides,"../GiantMIDI/midis/Baines, William, Tides, fJxFTMrf2M0.mid",True,"Baines, William",Tides,"imslp_bootleg_dir-v1.1/Baines,_William/Tides_"
"Baines, William",Twilight Pieces,"../GiantMIDI/midis/Baines, William, Twilight Pieces, hkNo8ESFFZU.mid",True,"Baines, William",Twilight Pieces,"imslp_bootleg_dir-v1.1/Baines,_William/Twilight_Pieces_"
"Bainton, Edgar Leslie",From Faery,"../GiantMIDI/midis/Bainton, Edgar Leslie, From Faery, dbrMrTQaHeE.mid",True,"Bainton, Edgar Leslie",From Faery,"imslp_bootleg_dir-v1.1/Bainton,_Edgar_Leslie/From_Faery_"
"Bainton, Edgar Leslie",Gardens of the Sea,"../GiantMIDI/midis/Bainton, Edgar Leslie, Gardens of the Sea, XJQO39zwQVM.mid",True,"Bainton, Edgar Leslie",Gardens of the Sea,"imslp_bootleg_dir-v1.1/Bainton,_Edgar_Leslie/Gardens_of_the_Sea_"
"Bainton, Edgar Leslie",3 Little Sketches,"../GiantMIDI/midis/Bainton, Edgar Leslie, 3 Little Sketches, A76ouBAk7Xk.mid",True,"Bainton, Edgar Leslie",3 Little Sketches,"imslp_bootleg_dir-v1.1/Bainton,_Edgar_Leslie/3_Little_Sketches_"
"Balakirev, Mily",Au jardin,"../GiantMIDI/midis/Balakirev, Mily, Au jardin, tOI9Z0KQUOE.mid",True,"Balakirev, Mily",Au jardin ; In the Garden,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Au_jardin ;_In_the_Garden_"
"Balakirev, Mily",Berceuse,"../GiantMIDI/midis/Balakirev, Mily, Berceuse, M_I_V62ye-Y.mid",True,"Balakirev, Mily",Berceuse,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Berceuse_"
"Balakirev, Mily",Capriccio,"../GiantMIDI/midis/Balakirev, Mily, Capriccio, 6l0we1zLaKs.mid",True,"Balakirev, Mily",Capriccio,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Capriccio_"
"Balakirev, Mily",Chant du pêcheur,"../GiantMIDI/midis/Balakirev, Mily, Chant du pêcheur, mFccR4hzdO8.mid",True,"Balakirev, Mily",Chant du pêcheur,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Chant_du_pêcheur_"
"Balakirev, Mily",Dumka,"../GiantMIDI/midis/Balakirev, Mily, Dumka, pHhFOdbjsSA.mid",True,"Balakirev, Mily",Dumka,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Dumka_"
"Balakirev, Mily",La Fileuse,"../GiantMIDI/midis/Balakirev, Mily, La Fileuse, m_IQx0uFaOE.mid",True,"Balakirev, Mily",La Fileuse,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/La_Fileuse_"
"Balakirev, Mily","Grand Fantasy on Russian Folksongs, Op.4","../GiantMIDI/midis/Balakirev, Mily, Grand Fantasy on Russian Folksongs, Op.4, B5_AorkHqyg.mid",False,,,
"Balakirev, Mily",Humoresque,"../GiantMIDI/midis/Balakirev, Mily, Humoresque, WiB_GJij8bI.mid",True,"Balakirev, Mily",Humoresque,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Humoresque_"
"Balakirev, Mily",Mazurka No.1,"../GiantMIDI/midis/Balakirev, Mily, Mazurka No.1, XilIZ99-C5k.mid",True,"Balakirev, Mily",Mazurka No.1,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Mazurka_No.1_"
"Balakirev, Mily",Mazurka No.2,"../GiantMIDI/midis/Balakirev, Mily, Mazurka No.2, 2luRSJMtDtk.mid",True,"Balakirev, Mily",Mazurka No.2,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Mazurka_No.2_"
"Balakirev, Mily",Mazurka No.3,"../GiantMIDI/midis/Balakirev, Mily, Mazurka No.3, -D7iDk1ezW8.mid",True,"Balakirev, Mily",Mazurka No.3,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Mazurka_No.3_"
"Balakirev, Mily",Mazurka No.5,"../GiantMIDI/midis/Balakirev, Mily, Mazurka No.5, WnsEZCFt21c.mid",True,"Balakirev, Mily",Mazurka No.5,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Mazurka_No.5_"
"Balakirev, Mily",Mazurka No.6,"../GiantMIDI/midis/Balakirev, Mily, Mazurka No.6, YWCUBu6T1oY.mid",True,"Balakirev, Mily",Mazurka No.6,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Mazurka_No.6_"
"Balakirev, Mily",Mazurka No.7,"../GiantMIDI/midis/Balakirev, Mily, Mazurka No.7, rgIvnptMQZ0.mid",True,"Balakirev, Mily",Mazurka No.7,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Mazurka_No.7_"
"Balakirev, Mily",Nocturne No.1,"../GiantMIDI/midis/Balakirev, Mily, Nocturne No.1, rdmD2m3liJQ.mid",True,"Balakirev, Mily",Nocturne No.1,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Nocturne_No.1_"
"Balakirev, Mily",Nocturne No.2,"../GiantMIDI/midis/Balakirev, Mily, Nocturne No.2, NZYtqt6lIcw.mid",True,"Balakirev, Mily",Nocturne No.2,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Nocturne_No.2_"
"Balakirev, Mily",Nocturne No.3,"../GiantMIDI/midis/Balakirev, Mily, Nocturne No.3, ne81cDh9qGE.mid",True,"Balakirev, Mily",Nocturne No.3,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Nocturne_No.3_"
"Balakirev, Mily","Piano Sonata No.1, Op.5","../GiantMIDI/midis/Balakirev, Mily, Piano Sonata No.1, Op.5, xx7D4Vu2ryM.mid",True,"Balakirev, Mily","Piano Sonata No.1, Op.5","imslp_bootleg_dir-v1.1/Balakirev,_Mily/Piano_Sonata_No.1,_Op.5_"
"Balakirev, Mily",Piano Sonata No.2,"../GiantMIDI/midis/Balakirev, Mily, Piano Sonata No.2, JVaV_CXrYoU.mid",True,"Balakirev, Mily",Piano Sonata No.2,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Piano_Sonata_No.2_"
"Balakirev, Mily",Polka,"../GiantMIDI/midis/Balakirev, Mily, Polka, tD8KglbUm6A.mid",True,"Balakirev, Mily",Polka,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Polka_"
"Balakirev, Mily",Reminiscences from 'A Life for the Tsar',"../GiantMIDI/midis/Balakirev, Mily, Reminiscences from 'A Life for the Tsar', hZTbEkRUdIY.mid",False,,,
"Balakirev, Mily",Rêverie in F major,"../GiantMIDI/midis/Balakirev, Mily, Rêverie in F major, MHeKFiPw3tc.mid",True,"Balakirev, Mily",Rêverie,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Rêverie_"
"Balakirev, Mily",Scherzo No.1,"../GiantMIDI/midis/Balakirev, Mily, Scherzo No.1, 3YtNrY0xizU.mid",True,"Balakirev, Mily",Scherzo No.1,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Scherzo_No.1_"
"Balakirev, Mily",Scherzo No.2,"../GiantMIDI/midis/Balakirev, Mily, Scherzo No.2, bMrA5OibV1w.mid",True,"Balakirev, Mily",Scherzo No.2,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Scherzo_No.2_"
"Balakirev, Mily",Scherzo No.3,"../GiantMIDI/midis/Balakirev, Mily, Scherzo No.3, YHAjdkequ7M.mid",True,"Balakirev, Mily",Scherzo No.3,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Scherzo_No.3_"
"Balakirev, Mily",Sonatina,"../GiantMIDI/midis/Balakirev, Mily, Sonatina, SS113CjeqRw.mid",True,"Balakirev, Mily",Sonatina,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Sonatina_"
"Balakirev, Mily",Spanish Melody,"../GiantMIDI/midis/Balakirev, Mily, Spanish Melody, OSVktCy44B4.mid",True,"Balakirev, Mily",Spanish Melody,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Spanish_Melody_"
"Balakirev, Mily",Tarantella,"../GiantMIDI/midis/Balakirev, Mily, Tarantella, TzO-9xPPY3w.mid",True,"Balakirev, Mily",Tarantella,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Tarantella_"
"Balakirev, Mily",Toccata,"../GiantMIDI/midis/Balakirev, Mily, Toccata, _lvX9JLqAUI.mid",True,"Balakirev, Mily",Toccata,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Toccata_"
"Balakirev, Mily",Tyrolean Dance,"../GiantMIDI/midis/Balakirev, Mily, Tyrolean Dance, TvWm3lcWHr8.mid",True,"Balakirev, Mily",Tyrolean Dance,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Tyrolean_Dance_"
"Balakirev, Mily",Waltz No.1,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.1, FOk31fDqexY.mid",True,"Balakirev, Mily",Waltz No.1,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.1_"
"Balakirev, Mily",Waltz No.2,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.2, LUG9RhyEV8c.mid",True,"Balakirev, Mily",Waltz No.2,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.2_"
"Balakirev, Mily",Waltz No.3,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.3, SPXJcUeDzY0.mid",True,"Balakirev, Mily",Waltz No.3,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.3_"
"Balakirev, Mily",Waltz No.4,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.4, kbl1KWIFnSY.mid",True,"Balakirev, Mily",Waltz No.4,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.4_"
"Balakirev, Mily",Waltz No.5,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.5, DdBwYFGDpkM.mid",True,"Balakirev, Mily",Waltz No.5,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.5_"
"Balakirev, Mily",Waltz No.6,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.6, OLmq7158Clo.mid",True,"Balakirev, Mily",Waltz No.6,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.6_"
"Balakirev, Mily",Waltz No.7,"../GiantMIDI/midis/Balakirev, Mily, Waltz No.7, FnqIb4jXA1o.mid",True,"Balakirev, Mily",Waltz No.7,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Waltz_No.7_"
"Balakirev, Mily",2 Walzer-Capriccios of Aleksandr Taneyev,"../GiantMIDI/midis/Balakirev, Mily, 2 Walzer-Capriccios of Aleksandr Taneyev, bLXGSsveCok.mid",True,"Balakirev, Mily",Capriccio,"imslp_bootleg_dir-v1.1/Balakirev,_Mily/Capriccio_"
"Balbastre, Claude-Bénigne",Romance,"../GiantMIDI/midis/Balbastre, Claude-Bénigne, Romance, FHQ9NsRCuJg.mid",True,"Balbastre, Claude-Bénigne",Romance,"imslp_bootleg_dir-v1.1/Balbastre,_Claude-Bénigne/Romance_"
"Bales, Drew","Bagatelle No.1, Op.1","../GiantMIDI/midis/Bales, Drew, Bagatelle No.1, Op.1, RZ7LNiGSlIA.mid",True,"Bales, Drew",Bagatelle No.1,"imslp_bootleg_dir-v1.1/Bales,_Drew/Bagatelle_No.1_"
"Ballard II, Robert",Grand Ballet de S. Germain,"../GiantMIDI/midis/Ballard II, Robert, Grand Ballet de S. Germain, QIYdZGr_Qmk.mid",False,,,
"Ballard II, Robert",La Princesse,"../GiantMIDI/midis/Ballard II, Robert, La Princesse, Fn3pB-gDWmY.mid",False,,,
"Balmer, Charles",Carondolet Waltz,"../GiantMIDI/midis/Balmer, Charles, Carondolet Waltz, khSVwdBc6e4.mid",True,"Balmer, Charles",Carondolet Waltz,"imslp_bootleg_dir-v1.1/Balmer,_Charles/Carondolet_Waltz_"
"Balmer, Charles",Montesano Waltz,"../GiantMIDI/midis/Balmer, Charles, Montesano Waltz, khSVwdBc6e4.mid",True,"Balmer, Charles",Montesano Waltz,"imslp_bootleg_dir-v1.1/Balmer,_Charles/Montesano_Waltz_"
"Banks, Wm. G.",Fountain Waltz,"../GiantMIDI/midis/Banks, Wm. G., Fountain Waltz, Y_NrKiJIBA0.mid",True,"Banks, Wm. G.",Fountain Waltz,"imslp_bootleg_dir-v1.1/Banks,_Wm._G./Fountain_Waltz_"
"Bannister, Robert",Blue butterfly,"../GiantMIDI/midis/Bannister, Robert, Blue butterfly, ONkvRyntrCA.mid",True,"Bannister, Robert",Blue butterfly,"imslp_bootleg_dir-v1.1/Bannister,_Robert/Blue_butterfly_"
"Bannister, Robert","Intermezzo, Op.2","../GiantMIDI/midis/Bannister, Robert, Intermezzo, Op.2, WLOXOz5chRY.mid",True,"Bannister, Robert",Intermezzo,"imslp_bootleg_dir-v1.1/Bannister,_Robert/Intermezzo_"
"Bantock, Granville",Elegiac Poem,"../GiantMIDI/midis/Bantock, Granville, Elegiac Poem, 7k5mGEwcoRw.mid",False,,,
"Bantock, Granville",Lyric Poem,"../GiantMIDI/midis/Bantock, Granville, Lyric Poem, 7k5mGEwcoRw.mid",True,"Bantock, Granville",Lyric Poem,"imslp_bootleg_dir-v1.1/Bantock,_Granville/Lyric_Poem_"
"Bantock, Granville",Sapphic Poem,"../GiantMIDI/midis/Bantock, Granville, Sapphic Poem, 7k5mGEwcoRw.mid",False,,,
"Barat, Joseph Edouard",Andante et Allegro,"../GiantMIDI/midis/Barat, Joseph Edouard, Andante et Allegro, kxJeojg7tX8.mid",False,,,
"Barbetta, Giulio Cesare",Baletto de Rusia deto l'orso,"../GiantMIDI/midis/Barbetta, Giulio Cesare, Baletto de Rusia deto l'orso, lUUHGuPvN3Q.mid",False,,,
"Barbieri, Luigi",Christe in E-flat major,"../GiantMIDI/midis/Barbieri, Luigi, Christe in E-flat major, HAEM4FXxZbY.mid",False,,,
"Barbirolli, Alfredo",Allegrador,"../GiantMIDI/midis/Barbirolli, Alfredo, Allegrador, PP-qZ-5jIFQ.mid",True,"Barbirolli, Alfredo",Allegrador,"imslp_bootleg_dir-v1.1/Barbirolli,_Alfredo/Allegrador_"
"Barbirolli, Alfredo",Fleurs de mai,"../GiantMIDI/midis/Barbirolli, Alfredo, Fleurs de mai, _JLwnqD0AGM.mid",True,"Barbirolli, Alfredo",Fleurs de mai (Fiori di maggio),"imslp_bootleg_dir-v1.1/Barbirolli,_Alfredo/Fleurs_de_mai_(Fiori_di_maggio)_"
"Barbirolli, Alfredo",Naïveté d'enfant,"../GiantMIDI/midis/Barbirolli, Alfredo, Naïveté d'enfant, EjmtiD_inGM.mid",True,"Barbirolli, Alfredo",Naïveté d'enfant,"imslp_bootleg_dir-v1.1/Barbirolli,_Alfredo/Naïveté_d'enfant_"
"Barbot, Paul","L'art de préluder au piano, Op.94","../GiantMIDI/midis/Barbot, Paul, L'art de préluder au piano, Op.94, TgP81QwEr8I.mid",True,"Barbot, Paul",L'art de préluder au piano,"imslp_bootleg_dir-v1.1/Barbot,_Paul/L'art_de_préluder_au_piano_"
"Barbot, Paul","Ma perle noire, Op.121","../GiantMIDI/midis/Barbot, Paul, Ma perle noire, Op.121, QruK7ATIMLo.mid",True,"Barbot, Paul",Ma perle noire,"imslp_bootleg_dir-v1.1/Barbot,_Paul/Ma_perle_noire_"
"Bargiel, Woldemar",Allegretto poco Andante,"../GiantMIDI/midis/Bargiel, Woldemar, Allegretto poco Andante, qVVB8aslLJo.mid",False,,,
